C231,11/01/22,9232
C231,11/02/22,6061
C231,11/03/22,5108
C231,11/04/22,9086
C231,11/05/22,-8534
C231,11/06/22,-2961
C231,11/07/22,2661
C231,11/08/22,-7651
C231,11/09/22,-6398
C231,11/10/22,-5988
C231,11/11/22,7025
C231,11/12/22,6429
C231,11/13/22,-6819
C231,11/14/22,729
C231,11/15/22,3797
C231,11/16/22,3030
C231,11/17/22,-7192
C231,11/18/22,-5553
C231,11/19/22,2875
C231,11/20/22,6599
C231,11/21/22,-690
C231,11/22/22,-3730
C231,11/23/22,6818
C231,11/24/22,3261
C231,11/25/22,5339
C231,11/26/22,9373
C231,11/27/22,9937
C231,11/28/22,-6007
C231,11/29/22,7607
C231,11/30/22,-3444
C231,12/01/22,9232
C231,12/02/22,6061
C231,12/03/22,5108
C231,12/04/22,9086
C231,12/05/22,-8534
C231,12/06/22,-2961
C231,12/07/22,2661
C231,12/08/22,-7651
C231,12/09/22,-6398
C231,12/10/22,-5988
C231,12/11/22,7025
C231,12/12/22,6429
C231,12/13/22,-6819
C231,12/14/22,729
C231,12/15/22,3797
C231,12/16/22,3030
C231,12/17/22,-7192
C231,12/18/22,-5553
C231,12/19/22,2875
C231,12/20/22,6599
C231,12/21/22,-690
C231,12/22/22,-3730
C231,12/23/22,6818
C231,12/24/22,3261
C231,12/25/22,5339
C231,12/26/22,9373
C231,12/27/22,9937
C231,12/28/22,-6007
C231,12/29/22,7607
C231,12/30/22,-3444
,,
C865,11/01/22,-2441
C865,11/02/22,9134
C865,11/03/22,7793
C865,11/04/22,7498
C865,11/05/22,-7947
C865,11/06/22,-1927
C865,11/07/22,9722
C865,11/08/22,5683
C865,11/09/22,-4906
C865,11/10/22,-4727
C865,11/11/22,9529
C865,11/12/22,5056
C865,11/13/22,4038
C865,11/14/22,1854
C865,11/15/22,-5699
C865,11/16/22,7353
C865,11/17/22,-5561
C865,11/18/22,-9503
C865,11/19/22,-917
C865,11/20/22,-7573
C865,11/21/22,349
C865,11/22/22,707
C865,11/23/22,2178
C865,11/24/22,-4048
C865,11/25/22,9486
C865,11/26/22,1349
C865,11/27/22,4255
C865,11/28/22,-8417
C865,11/29/22,1208
C865,11/30/22,-2189
,,
C409,11/01/22,-1878
C409,11/02/22,-2096
C409,11/03/22,-8120
C409,11/04/22,-7686
C409,11/05/22,-7141
C409,11/06/22,-5514
C409,11/07/22,-5593
C409,11/08/22,7593
C409,11/09/22,8560
C409,11/10/22,-4134
C409,11/11/22,6530
C409,11/12/22,-3447
C409,11/13/22,6057
C409,11/14/22,-2523
C409,11/15/22,-4040
C409,11/16/22,3474
C409,11/17/22,-227
C409,11/18/22,-6661
C409,11/19/22,9474
C409,11/20/22,-4011
C409,11/21/22,1260
C409,11/22/22,-8247
C409,11/23/22,-2151
C409,11/24/22,-8755
C409,11/25/22,-4022
C409,11/26/22,2285
C409,11/27/22,-1209
C409,11/28/22,-5432
C409,11/29/22,6520
C409,11/30/22,-4984
C409,12/01/22,-1878
C409,12/02/22,-2096
C409,12/03/22,-8120
C409,12/04/22,-7686
C409,12/05/22,-7141
C409,12/06/22,-5514
C409,12/07/22,-5593
C409,12/08/22,7593
C409,12/09/22,8560
C409,12/10/22,-4134
C409,12/11/22,6530
C409,12/12/22,-3447
C409,12/13/22,6057
C409,12/14/22,-2523
C409,12/15/22,-4040
C409,12/16/22,3474
C409,12/17/22,-227
C409,12/18/22,-6661
C409,12/19/22,9474
C409,12/20/22,-4011
C409,12/21/22,1260
C409,12/22/22,-8247
C409,12/23/22,-2151
C409,12/24/22,-8755
C409,12/25/22,-4022
C409,12/26/22,2285
C409,12/27/22,-1209
C409,12/28/22,-5432
C409,12/29/22,6520
C409,12/30/22,-4984
C409,01/01/22,-1878
C409,01/02/22,-2096
C409,01/03/22,-8120
C409,01/04/22,-7686
C409,01/05/22,-7141
C409,01/06/22,-5514
C409,01/07/22,-5593
C409,01/08/22,7593
C409,01/09/22,8560
C409,01/10/22,-4134
C409,01/11/22,6530
C409,01/12/22,-3447
C409,01/13/22,6057
C409,01/14/22,-2523
C409,01/15/22,-4040
C409,01/16/22,3474
C409,01/17/22,-227
C409,01/18/22,-6661
C409,01/19/22,9474
C409,01/20/22,-4011
C409,01/21/22,1260
C409,01/22/22,-8247
C409,01/23/22,-2151
C409,01/24/22,-8755
C409,01/25/22,-4022
C409,01/26/22,2285
C409,01/27/22,-1209
C409,01/28/22,-5432
C409,01/29/22,6520
C409,01/30/22,-4984
,,
D231,11/01/22,9232
D231,11/02/22,6061
D231,11/03/22,5108
D231,11/04/22,9086
D231,11/05/22,-8534
D231,11/06/22,-2961
D231,11/07/22,2661
D231,11/08/22,-7651
D231,11/09/22,-6398
D231,11/10/22,-5988
D231,11/11/22,7025
D231,11/12/22,6429
D231,11/13/22,-6819
D231,11/14/22,729
D231,11/15/22,3797
D231,11/16/22,3030
D231,11/17/22,-7192
D231,11/18/22,-5553
D231,11/19/22,2875
D231,11/20/22,6599
D231,11/21/22,-690
D231,11/22/22,-3730
D231,11/23/22,6818
D231,11/24/22,3261
D231,11/25/22,5339
D231,11/26/22,9373
D231,11/27/22,9937
D231,11/28/22,-6007
D231,11/29/22,7607
D231,11/30/22,-3444
D231,12/01/22,9232
D231,12/02/22,6061
D231,12/03/22,5108
D231,12/04/22,9086
D231,12/05/22,-8534
D231,12/06/22,-2961
D231,12/07/22,2661
D231,12/08/22,-7651
D231,12/09/22,-6398
D231,12/10/22,-5988
D231,12/11/22,7025
D231,12/12/22,6429
D231,12/13/22,-6819
D231,12/14/22,729
D231,12/15/22,3797
D231,12/16/22,3030
D231,12/17/22,-7192
D231,12/18/22,-5553
D231,12/19/22,2875
D231,12/20/22,6599
D231,12/21/22,-690
D231,12/22/22,-3730
D231,12/23/22,6818
D231,12/24/22,3261
D231,12/25/22,5339
D231,12/26/22,9373
D231,12/27/22,9937
D231,12/28/22,-6007
D231,12/29/22,7607
D231,12/30/22,-3444
,,
E865,11/01/22,-2441
E865,11/02/22,9134
E865,11/03/22,7793
E865,11/04/22,7498
E865,11/05/22,-7947
E865,11/06/22,-1927
E865,11/07/22,9722
E865,11/08/22,5683
E865,11/09/22,-4906
E865,11/10/22,-4727
E865,11/11/22,9529
E865,11/12/22,5056
E865,11/13/22,4038
E865,11/14/22,1854
E865,11/15/22,-5699
E865,11/16/22,7353
E865,11/17/22,-5561
E865,11/18/22,-9503
E865,11/19/22,-917
E865,11/20/22,-7573
E865,11/21/22,349
E865,11/22/22,707
E865,11/23/22,2178
E865,11/24/22,-4048
E865,11/25/22,9486
E865,11/26/22,1349
E865,11/27/22,4255
E865,11/28/22,-8417
E865,11/29/22,1208
E865,11/30/22,-2189
,,
G409,11/01/22,-1878
G409,11/02/22,-2096
G409,11/03/22,-8120
G409,11/04/22,-7686
G409,11/05/22,-7141
G409,11/06/22,-5514
G409,11/07/22,-5593
G409,11/08/22,7593
G409,11/09/22,8560
G409,11/10/22,-4134
G409,11/11/22,6530
G409,11/12/22,-3447
G409,11/13/22,6057
G409,11/14/22,-2523
G409,11/15/22,-4040
G409,11/16/22,3474
G409,11/17/22,-227
G409,11/18/22,-6661
G409,11/19/22,9474
G409,11/20/22,-4011
G409,11/21/22,1260
G409,11/22/22,-8247
G409,11/23/22,-2151
G409,11/24/22,-8755
G409,11/25/22,-4022
G409,11/26/22,2285
G409,11/27/22,-1209
G409,11/28/22,-5432
G409,11/29/22,6520
G409,11/30/22,-4984
G409,12/01/22,-1878
G409,12/02/22,-2096
G409,12/03/22,-8120
G409,12/04/22,-7686
G409,12/05/22,-7141
G409,12/06/22,-5514
G409,12/07/22,-5593
G409,12/08/22,7593
G409,12/09/22,8560
G409,12/10/22,-4134
G409,12/11/22,6530
G409,12/12/22,-3447
G409,12/13/22,6057
G409,12/14/22,-2523
G409,12/15/22,-4040
G409,12/16/22,3474
G409,12/17/22,-227
G409,12/18/22,-6661
G409,12/19/22,9474
G409,12/20/22,-4011
G409,12/21/22,1260
G409,12/22/22,-8247
G409,12/23/22,-2151
G409,12/24/22,-8755
G409,12/25/22,-4022
G409,12/26/22,2285
G409,12/27/22,-1209
G409,12/28/22,-5432
G409,12/29/22,6520
G409,12/30/22,-4984
G409,01/01/22,-1878
G409,01/02/22,-2096
G409,01/03/22,-8120
G409,01/04/22,-7686
G409,01/05/22,-7141
G409,01/06/22,-5514
G409,01/07/22,-5593
G409,01/08/22,7593
G409,01/09/22,8560
G409,01/10/22,-4134
G409,01/11/22,6530
G409,01/12/22,-3447
G409,01/13/22,6057
G409,01/14/22,-2523
G409,01/15/22,-4040
G409,01/16/22,3474
G409,01/17/22,-227
G409,01/18/22,-6661
G409,01/19/22,9474
G409,01/20/22,-4011
G409,01/21/22,1260
G409,01/22/22,-8247
G409,01/23/22,-2151
G409,01/24/22,-8755
G409,01/25/22,-4022
G409,01/26/22,2285
G409,01/27/22,-1209
G409,01/28/22,-5432
G409,01/29/22,6520
G409,01/30/22,-4984
,,
I231,11/01/22,9232
I231,11/02/22,6061
I231,11/03/22,5108
I231,11/04/22,9086
I231,11/05/22,-8534
I231,11/06/22,-2961
I231,11/07/22,2661
I231,11/08/22,-7651
I231,11/09/22,-6398
I231,11/10/22,-5988
I231,11/11/22,7025
I231,11/12/22,6429
I231,11/13/22,-6819
I231,11/14/22,729
I231,11/15/22,3797
I231,11/16/22,3030
I231,11/17/22,-7192
I231,11/18/22,-5553
I231,11/19/22,2875
I231,11/20/22,6599
I231,11/21/22,-690
I231,11/22/22,-3730
I231,11/23/22,6818
I231,11/24/22,3261
I231,11/25/22,5339
I231,11/26/22,9373
I231,11/27/22,9937
I231,11/28/22,-6007
I231,11/29/22,7607
I231,11/30/22,-3444
I231,12/01/22,9232
I231,12/02/22,6061
I231,12/03/22,5108
I231,12/04/22,9086
I231,12/05/22,-8534
I231,12/06/22,-2961
I231,12/07/22,2661
I231,12/08/22,-7651
I231,12/09/22,-6398
I231,12/10/22,-5988
I231,12/11/22,7025
I231,12/12/22,6429
I231,12/13/22,-6819
I231,12/14/22,729
I231,12/15/22,3797
I231,12/16/22,3030
I231,12/17/22,-7192
I231,12/18/22,-5553
I231,12/19/22,2875
I231,12/20/22,6599
I231,12/21/22,-690
I231,12/22/22,-3730
I231,12/23/22,6818
I231,12/24/22,3261
I231,12/25/22,5339
I231,12/26/22,9373
I231,12/27/22,9937
I231,12/28/22,-6007
I231,12/29/22,7607
I231,12/30/22,-3444
,,
K865,11/01/22,-2441
K865,11/02/22,9134
K865,11/03/22,7793
K865,11/04/22,7498
K865,11/05/22,-7947
K865,11/06/22,-1927
K865,11/07/22,9722
K865,11/08/22,5683
K865,11/09/22,-4906
K865,11/10/22,-4727
K865,11/11/22,9529
K865,11/12/22,5056
K865,11/13/22,4038
K865,11/14/22,1854
K865,11/15/22,-5699
K865,11/16/22,7353
K865,11/17/22,-5561
K865,11/18/22,-9503
K865,11/19/22,-917
K865,11/20/22,-7573
K865,11/21/22,349
K865,11/22/22,707
K865,11/23/22,2178
K865,11/24/22,-4048
K865,11/25/22,9486
K865,11/26/22,1349
K865,11/27/22,4255
K865,11/28/22,-8417
K865,11/29/22,1208
K865,11/30/22,-2189
,,
L409,11/01/22,-1878
L409,11/02/22,-2096
L409,11/03/22,-8120
L409,11/04/22,-7686
L409,11/05/22,-7141
L409,11/06/22,-5514
L409,11/07/22,-5593
L409,11/08/22,7593
L409,11/09/22,8560
L409,11/10/22,-4134
L409,11/11/22,6530
L409,11/12/22,-3447
L409,11/13/22,6057
L409,11/14/22,-2523
L409,11/15/22,-4040
L409,11/16/22,3474
L409,11/17/22,-227
L409,11/18/22,-6661
L409,11/19/22,9474
L409,11/20/22,-4011
L409,11/21/22,1260
L409,11/22/22,-8247
